团购名称,旅行内容,已购人数,旅游ID,价格/1人,团购网址,注意事项,目的地景点,去的方式,回来的方式,团购公司,团购发布来源,住宿条件,浏览的总个数
杭州 3天2夜 跟团游,最忆金陵南京牛首山夫子庙中山陵总统府外秦淮河大报恩寺三日跟团游+机票,0,833724592,1878,https://touch.dujia.qunar.com/p/item/833724592?date=2023-12-21&amp;tuId=PID833724592G209065443&amp;order_source=tts_tuan,建议至少在前3天的23:59分前预订,杭州,自理去,自理去,宝龙国际旅行社有限公司西海岸分公司,宝龙国际旗舰店,2晚豪华型住宿,全程游览6个景点
厦门 4天3夜 自由行,【网红Pick】厦门4日自由行/网红泰谷酒店3晚连住/鼓浪屿景点免费畅玩,0,空,642,"//dujia.qunar.com/pi/detail_34108094?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%8E%A6%E9%97%A8%2C%E7%A6%8F%E5%BB%BA%2C%E5%8D%8E%E4%B8%9C%2C%E9%BC%93%E6%B5%AA%E5%B1%BF%2C%E5%8E%A6%E9%97%A8%E4%B8%87%E7%9F%B3%E6%A4%8D%E7%89%A9%E5%9B%AD%2C%E9%92%A2%E7%90%B4%E5%B2%9B%2C%E9%92%A2%E7%90%B4%E4%B9%8B%E5%B2%9B%2C%E5%8E%A6%E9%97%A8%E9%BC%93%E6%B5%AA%E5%B1%BF%2C%E4%B8%87%E5%9B%BD%E5%BB%BA%E7%AD%91%E5%8D%9A%E8%A7%88%2C%E5%8E%A6%E9%97%A8%E5%9B%AD%E6%9E%97%E6%A4%8D%E7%89%A9%E5%9B%AD&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-17,2023-12-17&amp;order_source=tts_tuan",空,体验网红打卡泰谷酒店,空,空,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,空,空
张家界 2天1夜 自由行,网红打卡?深度游玩张家界天门山?黄龙洞?大峡谷玻璃桥自由行,0,空,273,"//dujia.qunar.com/pi/detail_36250048?vendor=%E5%87%8C%E8%BF%9C%E6%97%85%E8%A1%8C%E6%97%97%E8%88%B0%E5%BA%97&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%BC%A0%E5%AE%B6%E7%95%8C%2C%E6%B9%98%E8%A5%BF%2C%E6%B9%96%E5%8D%97%2C%E5%8D%8E%E4%B8%AD%2C%E5%BC%A0%E5%AE%B6%E7%95%8C%E5%A4%A7%E5%B3%A1%E8%B0%B7%2C%E5%A4%A9%E5%AD%90%E5%B1%B1%2C%E5%A4%A9%E9%97%A8%E5%B1%B1%2C%E5%BC%A0%E5%AE%B6%E7%95%8C%E5%9B%BD%E5%AE%B6%E6%A3%AE%E6%9E%97%E5%85%AC%E5%9B%AD%2C%E9%BB%84%E9%BE%99%E6%B4%9E%2C%E6%B2%B1%E6%B1%9F%E8%B7%B3%E5%B2%A9&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-17,2023-12-17&amp;order_source=tts_tuan",空,多商圈豪华型酒店，任君选择，自行畅游无忧,空,空,湖南省凌远国际旅行社有限公司,湖南省凌远国际旅行社有限公司,空,空
大连 5天4夜 自由行,机票任选·大连芙蓉国际酒店5天自由行|歌德式建筑风格位于俄罗斯风情街入口处|近火车站,0,空,2435,"//dujia.qunar.com/pi/detail_364592201?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%A4%A7%E8%BF%9E%2C%E8%BE%BD%E5%AE%81%2C%E4%B8%9C%E5%8C%97&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-20,2023-12-20&amp;order_source=tts_tuan",1、儿童不占床，如需占床请补交费用,大连芙蓉国际酒店,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,芙蓉国际酒店(大连火车站中山广场店),空
大连 5天4夜 自由行,机票任选·大连凯宾斯基饭店5天自由行|拥有阿拉伯皇家风格水疗中心|6大特色餐厅,0,空,2974,"//dujia.qunar.com/pi/detail_364599021?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%A4%A7%E8%BF%9E%2C%E8%BE%BD%E5%AE%81%2C%E4%B8%9C%E5%8C%97&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-25,2023-12-25&amp;order_source=tts_tuan",1、儿童不占床，如需占床请补交费用,大连凯宾斯基饭店,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,大连凯宾斯基饭店9.8,空
大连 5天4夜 自由行,机票任选·大连硬石酒店5天自由行|健身中心+水疗+儿童俱乐部|毗邻发现王国主题公园,0,空,2958,"//dujia.qunar.com/pi/detail_364600541?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%A4%A7%E8%BF%9E%2C%E8%BE%BD%E5%AE%81%2C%E4%B8%9C%E5%8C%97&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-20,2023-12-20&amp;order_source=tts_tuan",1、儿童不占床，如需占床请补交费用,大连硬石酒店,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,大连硬石酒店9.6,空
大连 3天2夜 自由行,大连九州国际大酒店|毗邻天津街/火车站|近友好广场,0,空,139,"//dujia.qunar.com/pi/detail_430193881?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%A4%A7%E8%BF%9E%2C%E8%BE%BD%E5%AE%81%2C%E4%B8%9C%E5%8C%97&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-16,2023-12-16&amp;order_source=tts_tuan",空,大连九州国际大酒店,空,空,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,空,空
北京 4天3夜 自由行,机票任选·直飞北京?北京千禧大酒店?国贸商圈国际品牌连锁高奢亲子酒店?地铁周边,0,空,2875,"//dujia.qunar.com/pi/detail_59049401?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%8C%97%E4%BA%AC%2C%E5%8D%8E%E5%8C%97%2C%E4%BA%AC%2C%E5%8C%97%E4%BA%AC%E5%B8%82&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-16,2023-12-16&amp;order_source=tts_tuan",空,地处京城中央商务区的核心腹地,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,北京千禧大酒店9.6,空
北京 4天3夜 自由行,机票任选·直飞北京?北京歌华开元大酒店?快乐亲子主题房?步行鸟巢水立方奥森公园,0,空,2511,"//dujia.qunar.com/pi/detail_59079901?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%8C%97%E4%BA%AC%2C%E5%8D%8E%E5%8C%97%2C%E4%BA%AC%2C%E5%8C%97%E4%BA%AC%E5%B8%82&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-16,2023-12-16&amp;order_source=tts_tuan",不同交通、酒店房型的退改规则不尽相同，请到下一页交通、酒店房型展示下方，查看具体退改规则,地铁8号线安华桥站直达,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,北京歌华开元大酒店9.8,空
北京 4天3夜 自由行,机票任选·直飞北京?北京东直门智选假日酒店?高性价比推荐?网红打卡潮地三里屯太古里,0,空,2369,"//dujia.qunar.com/pi/detail_59083201?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%8C%97%E4%BA%AC%2C%E5%8D%8E%E5%8C%97%2C%E4%BA%AC%2C%E5%8C%97%E4%BA%AC%E5%B8%82&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-20,2023-12-20&amp;order_source=tts_tuan",不同交通、酒店房型的退改规则不尽相同，请到下一页交通、酒店房型展示下方，查看具体退改规则,地铁2号线东直门/东四十条站,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,北京东直门智选假日酒店9.8,空
北京 4天3夜 自由行,机票任选·直飞北京?北京饭店?亲子度假五星高端酒店?步行即可到达天安门王府井步行街,0,空,2546,"//dujia.qunar.com/pi/detail_59368361?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%8C%97%E4%BA%AC%2C%E5%8D%8E%E5%8C%97%2C%E4%BA%AC%2C%E5%8C%97%E4%BA%AC%E5%B8%82&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-11,2023-12-11&amp;order_source=tts_tuan",不同交通、酒店房型的退改规则不尽相同，请到下一页交通、酒店房型展示下方，查看具体退改规则,毗邻天安门、王府井、故宫,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,北京饭店9.4,空
北京 4天3夜 自由行,机票任选·直飞北京?北京民族饭店 ?西单金融街商圈-商务四星?毗邻天安门故宫前门,0,空,2614,"//dujia.qunar.com/pi/detail_59383861?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%8C%97%E4%BA%AC%2C%E5%8D%8E%E5%8C%97%2C%E4%BA%AC%2C%E5%8C%97%E4%BA%AC%E5%B8%82&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-15,2023-12-15&amp;order_source=tts_tuan",不同交通、酒店房型的退改规则不尽相同，请到下一页交通、酒店房型展示下方，查看具体退改规则,地铁1号线西单站，出行便利,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,北京民族饭店9.6,空
北京 5天4夜 自由行,机票任选·直飞5天?北京万达文华酒店?国贸商圈亲子度假酒店?地铁1号线直达便利出行,0,空,3401,"//dujia.qunar.com/pi/detail_59622741?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%8C%97%E4%BA%AC%2C%E5%8D%8E%E5%8C%97%2C%E4%BA%AC%2C%E5%8C%97%E4%BA%AC%E5%B8%82&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-14,2023-12-14&amp;order_source=tts_tuan",不同交通、酒店房型的退改规则不尽相同，请到下一页交通、酒店房型展示下方，查看具体退改规则,地铁1号线大望路站即达,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,北京万达文华酒店9.8,空
北京 5天4夜 自由行,机票任选·直飞5天?北京东直门智选假日酒店?高性价比推荐?网红打卡潮地三里屯太古里,0,空,2671,"//dujia.qunar.com/pi/detail_59632001?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%8C%97%E4%BA%AC%2C%E5%8D%8E%E5%8C%97%2C%E4%BA%AC%2C%E5%8C%97%E4%BA%AC%E5%B8%82&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-14,2023-12-14&amp;order_source=tts_tuan",不同交通、酒店房型的退改规则不尽相同，请到下一页交通、酒店房型展示下方，查看具体退改规则,地铁2号线东直门/东四十条站,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,北京东直门智选假日酒店9.8,空
北京 5天4夜 自由行,机票任选·直飞5天?北京王府半岛酒店?套间设计?金鱼胡同高奢住宿?基础房型65平米,0,空,6937,"//dujia.qunar.com/pi/detail_59634261?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%8C%97%E4%BA%AC%2C%E5%8D%8E%E5%8C%97%2C%E4%BA%AC%2C%E5%8C%97%E4%BA%AC%E5%B8%82&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2024-01-11,2024-01-11&amp;order_source=tts_tuan",不同交通、酒店房型的退改规则不尽相同，请到下一页交通、酒店房型展示下方，查看具体退改规则,毗邻天安门、王府井、故宫,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,北京王府半岛酒店9.8,空
北京 5天4夜 自由行,机票任选·直飞5天?北京饭店?亲子度假五星高端酒店?步行即可到达天安门王府井步行街,0,空,3534,"//dujia.qunar.com/pi/detail_59640681?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%8C%97%E4%BA%AC%2C%E5%8D%8E%E5%8C%97%2C%E4%BA%AC%2C%E5%8C%97%E4%BA%AC%E5%B8%82&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2024-01-18,2024-01-18&amp;order_source=tts_tuan",不同交通、酒店房型的退改规则不尽相同，请到下一页交通、酒店房型展示下方，查看具体退改规则,毗邻天安门、王府井、故宫,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,北京饭店9.4,空
北京 5天4夜 自由行,机票任选·直飞5天 ?北京京伦饭店?国贸商圈高性价比四星?长安街沿线地铁周边便利出行,0,空,2511,"//dujia.qunar.com/pi/detail_59645701?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%8C%97%E4%BA%AC%2C%E5%8D%8E%E5%8C%97%2C%E4%BA%AC%2C%E5%8C%97%E4%BA%AC%E5%B8%82&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-16,2023-12-16&amp;order_source=tts_tuan",空,紧邻国贸地铁枢纽站，处于CBD商圈核心位,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,北京京伦饭店9.6,空
北京 5天4夜 自由行,机票任选·直飞5天?北京民族饭店 ?西单金融街商圈-商务四星?毗邻天安门故宫前门,0,空,3495,"//dujia.qunar.com/pi/detail_59677041?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%8C%97%E4%BA%AC%2C%E5%8D%8E%E5%8C%97%2C%E4%BA%AC%2C%E5%8C%97%E4%BA%AC%E5%B8%82&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2024-01-08,2024-01-08&amp;order_source=tts_tuan",不同交通、酒店房型的退改规则不尽相同，请到下一页交通、酒店房型展示下方，查看具体退改规则,地铁1号线西单站，出行便利,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,北京民族饭店9.6,空
杭州 4天3夜 自由行,机票任选·杭州4日自由行！杭州温德姆至尊豪廷大酒店3晚连住，人间天堂，别样杭州~,0,空,2255,"//dujia.qunar.com/pi/detail_60974661?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E6%9D%AD%E5%B7%9E%2C%E6%B5%99%E6%B1%9F%2C%E5%8D%8E%E4%B8%9C%2C%E8%A5%BF%E6%BA%AA%E5%9B%BD%E5%AE%B6%E6%B9%BF%E5%9C%B0%E5%85%AC%E5%9B%AD%2C%E8%A5%BF%E6%B9%96%2C%E9%9D%9E%E8%AF%9A%E5%8B%BF%E6%89%B0%E6%8B%8D%E6%91%84%E5%9C%B0%2C%E6%9D%AD%E5%B7%9E%E8%A5%BF%E6%BA%AA%E6%B9%BF%E5%9C%B0%E6%97%85%E6%B8%B8%E5%8C%BA%2C%E8%A5%BF%E6%BA%AA%E6%B9%BF%E5%9C%B0%2C%E8%A5%BF%E5%AD%90%E6%B9%96%2C%E9%92%B1%E5%A1%98%E6%B9%96&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-17,2023-12-17&amp;order_source=tts_tuan",空,杭州温德姆至尊豪廷大酒店，出行便利,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,杭州温德姆至尊豪廷大酒店9.8,空
杭州 4天3夜 自由行,机票任选·杭州4日自由行！吴山居(杭州河坊街店)3晚连住，人间天堂，别样杭州~,0,空,1797,"//dujia.qunar.com/pi/detail_60975901?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E6%9D%AD%E5%B7%9E%2C%E6%B5%99%E6%B1%9F%2C%E5%8D%8E%E4%B8%9C%2C%E8%A5%BF%E6%BA%AA%E5%9B%BD%E5%AE%B6%E6%B9%BF%E5%9C%B0%E5%85%AC%E5%9B%AD%2C%E8%A5%BF%E6%B9%96%2C%E9%9D%9E%E8%AF%9A%E5%8B%BF%E6%89%B0%E6%8B%8D%E6%91%84%E5%9C%B0%2C%E6%9D%AD%E5%B7%9E%E8%A5%BF%E6%BA%AA%E6%B9%BF%E5%9C%B0%E6%97%85%E6%B8%B8%E5%8C%BA%2C%E8%A5%BF%E6%BA%AA%E6%B9%BF%E5%9C%B0%2C%E8%A5%BF%E5%AD%90%E6%B9%96%2C%E9%92%B1%E5%A1%98%E6%B9%96&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2024-01-17,2024-01-17&amp;order_source=tts_tuan",空,吴山居(杭州河坊街店)，出行便利,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,暄和·吴山居(杭州河坊街店)9.6,空
北京 5天4夜 自由行,机票任选·直飞北京5天?北京丽亭酒店?豪华五星客房俯览北京风光?地铁周边步行王府井,0,空,2971,"//dujia.qunar.com/pi/detail_64016601?vendor=%E9%A9%BC%E5%AE%A2%E8%87%AA%E7%94%B1%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E5%8C%97%E4%BA%AC%2C%E5%8D%8E%E5%8C%97%2C%E4%BA%AC%2C%E5%8C%97%E4%BA%AC%E5%B8%82&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-17,2023-12-17&amp;order_source=tts_tuan",不同交通、酒店房型的退改规则不尽相同，请到下一页交通、酒店房型展示下方，查看具体退改规则,位于著名的北京王府井商业购物中心,飞机往返,飞机往返,青岛驿路同行国际旅行社有限公司,青岛驿路同行国际旅行社有限公司,北京丽亭酒店9.8,空
防城港 5天4夜 自由行,广西南宁+崇左+东兴+德天跨国瀑布景区5日4晚私家团（3人以上均赠送150元每人1正餐 重本安排精华景区）,0,空,4515,"//dujia.qunar.com/pi/detail_701765501?vendor=%E4%B8%83%E5%A4%A9%E5%81%87%E6%9C%9F%E6%97%85%E8%A1%8C&amp;function=%E8%87%AA%E7%94%B1%E8%A1%8C&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E9%98%B2%E5%9F%8E%E6%B8%AF%2C%E5%8D%97%E5%AE%81%2C%E5%B4%87%E5%B7%A6%2C%E5%B9%BF%E8%A5%BF%2C%E5%8D%8E%E5%8D%97%2C%E5%BE%B7%E5%A4%A9%E7%80%91%E5%B8%83%2C%E5%B7%A6%E6%B1%9F%E7%9F%B3%E6%99%AF%E6%9E%97%2C%E4%B8%AD%E8%B6%8A%E4%BA%BA%E6%B0%91%E5%8F%8B%E8%B0%8A%E5%85%AC%E5%9B%AD%2C%E6%96%87%E5%8C%96%E8%89%BA%E6%9C%AF%E4%B8%AD%E5%BF%83%2C%E4%B8%9C%E5%85%B4%E5%8F%A3%E5%B2%B8&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-12,2023-12-12&amp;order_source=tts_tuan",空,空,去程飞机,去程飞机,佛山市七天假期国际旅行社有限责任公司,佛山市七天假期国际旅行社有限责任公司,空,空
